STORECODE|STORENAME|BRAND|ZONE|REGION|DISTRICT|STORETYPE|STORESTATUS|CITY|STATE
TMW_1302|#1302Twenty Ninth Street Mall|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|Boulder|CO
TMW_2503|#2503Camelback Colonnade|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|Phoenix|AZ
TMW_1711|#1711Edwardsville Crossing|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|Edwardsville|IL
TMW_5202|#5202Lincoln Plaza|TMW|TMW_N|TMW_N4|TMW_N401|Brick & Mortar|Open|Langhorne|PA
TMW_1243|#1243Collin Creek|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|Plano|TX
TMW_5310|#5310 Rochester, Ny|TMW|TMW_N|TMW_N3|TMW_N301|Brick & Mortar|Open|Rochester|NY
TMW_5215|#5215 York, Pa|TMW|TMW_N|TMW_N2|TMW_N202|Brick & Mortar|Open|York|PA
TMW_3518|#3518The Avenue At Whitemarsh|TMW|TMW_N|TMW_N2|TMW_N205|Brick & Mortar|Open|White Marsh|MD
TMW_3409|#3409 Tuscaloosa, Al|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|Tuscaloosa|AL
TMW_2516|#2516 Prescott Valley|TMW|TMW_W|TMW_W3|TMW_W302|Brick & Mortar|Open|Prescott Valley|AZ
TMW_4213|#4213 Flint, Mi|TMW|TMW_N|TMW_N1|TMW_N104|Brick & Mortar|Open|Flint|MI
TMW_3323|#3323Aventura Commons|TMW|TMW_S|TMW_S2|TMW_S204|Brick & Mortar|Open|Aventura|FL
TMW_1304|#1304Plaza at Highlands Ranch|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|Highlands Ranch|CO
TMW_1239|#1239 South Of Northeast Mall|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|Hurst|TX
TMW_2676|#2676South Hill Center|TMW|TMW_W|TMW_W3|TMW_W305|Brick & Mortar|Open|Puyallup|WA
TMW_4112|#4112Crossroads Mall|TMW|TMW_W|TMW_W4|TMW_W402|Brick & Mortar|Open|Saint Cloud|MN
TMW_4642|#4642Louis Joliet Pointe|TMW|TMW_W|TMW_W4|TMW_W403|Brick & Mortar|Open|Joliet|IL
TMW_4503|#4503 Monroeville|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|Monroeville|PA
TMW_3224|#3224Five Points|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|Columbia|SC
TMW_1232|#1232Prestonwood Town Center|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|Dallas|TX
TMW_1709|#1709South County Mall|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|Saint Louis|MO
TMW_1707|#1707Mid Rivers Mall|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|St Peters|MO
TMW_3121|#3121Albany Mall|TMW|TMW_S|TMW_S2|TMW_S203|Brick & Mortar|Open|Albany|GA
TMW_4505|#4505Waterfront Town Center|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|Homestead|PA
TMW_1411|#1411County Line Plaza|TMW|TMW_S|TMW_S4|TMW_S405|Brick & Mortar|Open|Jackson|MS
TMW_4129|#4129Wacker Plaza|TMW|TMW_W|TMW_W4|TMW_W405|Brick & Mortar|Open|Dubuque|IA
TMW_5138|#5138Hamden Mart|TMW|TMW_N|TMW_N3|TMW_N303|Brick & Mortar|Open|Hamden|CT
TMW_1111|#1111 CYPRESS TOWNE CENTER|TMW|TMW_S|TMW_S5|TMW_S506|Brick & Mortar|Open|CYPRESS|TX
TMW_4420|#4420 Ontario, Oh|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|Ontario|OH
TMW_2693|#2693Boise Town Plaza|TMW|TMW_W|TMW_W3|TMW_W301|Brick & Mortar|Open|Boise|ID
TMW_2270|#2270Creekside Town Center|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|Roseville|CA
TMW_5105|#5105Holyoke Crossing|TMW|TMW_N|TMW_N3|TMW_N305|Brick & Mortar|Open|Holyoke|MA
TMW_4635|#4635Calhoun Crossing|TMW|TMW_W|TMW_W4|TMW_W406|Brick & Mortar|Open|Brookfield|WI
TMW_4638|#4638 Ashwaubenon|TMW|TMW_W|TMW_W4|TMW_W406|Brick & Mortar|Open|Green Bay|WI
TMW_3113|#3113Fayette Pavilion|TMW|TMW_S|TMW_S4|TMW_S406|Brick & Mortar|Open|Fayetteville|GA
TMW_2678|#2678Valley River Plaza|TMW|TMW_W|TMW_W3|TMW_W303|Brick & Mortar|Open|Eugene|OR
TMW_4133|#4133Oakview Plaza|TMW|TMW_W|TMW_W2|TMW_W205|Brick & Mortar|Open|Omaha|NE
TMW_3318|#3318 Daytona Beach, Fl|TMW|TMW_S|TMW_S2|TMW_S201|Brick & Mortar|Open|Daytona Beach|FL
TMW_3329|#3329Somerset Shoppes|TMW|TMW_S|TMW_S2|TMW_S202|Brick & Mortar|Open|Boca Raton|FL
TMW_1117|#1117Baybrook Mall|TMW|TMW_S|TMW_S5|TMW_S503|Brick & Mortar|Open|Friendswood|TX
TMW_3402|#3402Galleria Circle|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|Hoover|AL
TMW_4215|#4215Novi Town Center|TMW|TMW_N|TMW_N1|TMW_N101|Brick & Mortar|Open|Novi|MI
TMW_3220|#3220Lynncroft Shopping Center|TMW|TMW_S|TMW_S1|TMW_S102|Brick & Mortar|Open|Greenville|NC
TMW_5301|#5301Walden Crossings|TMW|TMW_N|TMW_N3|TMW_N301|Brick & Mortar|Open|Cheektowaga|NY
TMW_3303|#3303Clearwater Mall|TMW|TMW_S|TMW_S2|TMW_S205|Brick & Mortar|Open|Clearwater|FL
TMW_1257|#1257 College Station, Tx|TMW|TMW_S|TMW_S5|TMW_S501|Brick & Mortar|Open|College Station|TX
TMW_4628|#4628 Springfield, Il|TMW|TMW_S|TMW_S3|TMW_S304|Brick & Mortar|Open|Springfield|IL
TMW_2302|#2302Park Valley Center|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|San Diego|CA
TMW_2706|#2706Brea Marketplace|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|Brea|CA
TMW_3215|#3215Beaucatcher Crossing|TMW|TMW_S|TMW_S1|TMW_S105|Brick & Mortar|Open|Asheville|NC
TMW_2511|#2511 Mesa, Az|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|Mesa|AZ
TMW_2264|#2264 Folsom, Ca|TMW|TMW_W|TMW_W1|TMW_W103|Brick & Mortar|Open|Folsom|CA
TMW_4504|#4504South Hills Village|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|Pittsburgh|PA
TMW_4619|#4619Randall Square Shopping Center|TMW|TMW_W|TMW_W4|TMW_W401|Brick & Mortar|Open|Geneva|IL
TMW_3304|#3304 North Dale Mabry|TMW|TMW_S|TMW_S2|TMW_S205|Brick & Mortar|Open|Tampa|FL
TMW_4636|#4636Oakbridge Commons|TMW|TMW_W|TMW_W4|TMW_W406|Brick & Mortar|Open|Madison|WI
TMW_2604|#2604Blue Sky Plaza|TMW|TMW_W|TMW_W3|TMW_W303|Brick & Mortar|Open|Medford|OR
TMW_1258|#1258The Commons At Northpark|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|Midland|TX
TMW_3324|#3324Legacy Place|TMW|TMW_S|TMW_S2|TMW_S202|Brick & Mortar|Open|Palm Beach Gardens|FL
TMW_1123|#1123Portofino Center|TMW|TMW_S|TMW_S5|TMW_S506|Brick & Mortar|Open|Shenandoah|TX
TMW_1108|#1108 Bella Terra|TMW|TMW_S|TMW_S5|TMW_S506|Brick & Mortar|Open|Richmond|TX
TMW_5435|#5435Target Square Plaza|TMW|TMW_N|TMW_N4|TMW_N407|Brick & Mortar|Open|Edison|NJ
TMW_2736|#2736Town & Country|TMW|TMW_W|TMW_W1|TMW_W104|Brick & Mortar|Open|Orange|CA
TMW_4604|#4604Woodfield Commons Shopping Center|TMW|TMW_W|TMW_W4|TMW_W401|Brick & Mortar|Open|Schaumburg|IL
TMW_3326|#3326Shops At Broward|TMW|TMW_S|TMW_S2|TMW_S204|Brick & Mortar|Open|Plantation|FL
TMW_5411|#5411Green Acres Shopping Center|TMW|TMW_N|TMW_N4|TMW_N403|Brick & Mortar|Open|Valley Stream|NY
TMW_5434|#5434 Ledgewood Mall|TMW|TMW_N|TMW_N4|TMW_N405|Brick & Mortar|Open|Ledgewood|NJ
TMW_1404|#1404Acadiana Mall|TMW|TMW_S|TMW_S4|TMW_S403|Brick & Mortar|Open|Lafayette|LA
TMW_2801|#2801Dimond Crossing|TMW|TMW_W|TMW_W3|TMW_W303|Brick & Mortar|Open|Anchorage|AK
TMW_5428|#5428Somerset Shopping Center|TMW|TMW_N|TMW_N4|TMW_N407|Brick & Mortar|Open|Bridgewater|NJ
TMW_5436|#5436 Center Island Route 22|TMW|TMW_N|TMW_N4|TMW_N407|Brick & Mortar|Open|Union|NJ
TMW_4115|#4115Central Park Commons|TMW|TMW_W|TMW_W4|TMW_W404|Brick & Mortar|Open|Eagan|MN
TMW_2711|#2711 Brand Blvd|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|Glendale|CA
TMW_1249|#1249Las Colinas|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|Irving|TX
TMW_3203|#3203Sharon Corners Shopping Center|TMW|TMW_S|TMW_S1|TMW_S101|Brick & Mortar|Open|Charlotte|NC
TMW_1237|#1237Chapel Hill|TMW|TMW_S|TMW_S5|TMW_S507|Brick & Mortar|Open|Fort Worth|TX
TMW_5139|#5139Brookside Plaza|TMW|TMW_N|TMW_N3|TMW_N305|Brick & Mortar|Open|Enfield|CT
TMW_5409|#5409Rockland Plaza|TMW|TMW_N|TMW_N4|TMW_N402|Brick & Mortar|Open|Nanuet|NY
TMW_4109|#4109Riverdale Shopping Center|TMW|TMW_W|TMW_W4|TMW_W402|Brick & Mortar|Open|Coon Rapids|MN
TMW_5221|#5221Wrangleboror Consumer Square|TMW|TMW_N|TMW_N4|TMW_N401|Brick & Mortar|Open|Mays Landing|NJ
TMW_1312|#1312 Broomfield Co|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|Broomfield|CO
TMW_4707|#4707Jefferson Commons|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|Louisville|KY
TMW_2285|#2285Ming Avenue and Valley Plaza|TMW|TMW_W|TMW_W1|TMW_W102|Brick & Mortar|Open|Bakersfield|CA
TMW_2151|#2151Almaden Plaza|TMW|TMW_W|TMW_W1|TMW_W106|Brick & Mortar|Open|San Jose|CA
TMW_2737|#2737Promenade Mall|TMW|TMW_W|TMW_W1|TMW_W105|Brick & Mortar|Open|Temecula|CA
TMW_1219|#1219Plaza at Cottonwood|TMW|TMW_W|TMW_W2|TMW_W204|Brick & Mortar|Open|Albuquerque|NM
TMW_4704|#4704 Lexington, Ky|TMW|TMW_S|TMW_S3|TMW_S303|Brick & Mortar|Open|Lexington|KY
TMW_4310|#4310Muncie Market Place|TMW|TMW_N|TMW_N1|TMW_N102|Brick & Mortar|Open|Muncie|IN
TMW_3344|#3344 Panama City Beach, Fl|TMW|TMW_S|TMW_S4|TMW_S405|Brick & Mortar|Open|Panama City Beach|FL
TMW_4624|#4624 Bloomington, Il|TMW|TMW_S|TMW_S3|TMW_S302|Brick & Mortar|Open|Bloomington|IL
TMW_4405|#4405 Mayfield Heights|TMW|TMW_N|TMW_N1|TMW_N103|Brick & Mortar|Open|Mayfield Heights|OH
TMW_1124|#1124Conroe Marketplace|TMW|TMW_S|TMW_S5|TMW_S506|Brick & Mortar|Open|Conroe|TX
TMW_1710|#1710 Columbia, Mo|TMW|TMW_W|TMW_W2|TMW_W201|Brick & Mortar|Open|Columbia|MO
TMW_3319|#3319Citrus Park Drive|TMW|TMW_S|TMW_S2|TMW_S205|Brick & Mortar|Open|Tampa|FL
TMW_3332|#3332Boynton Town Center|TMW|TMW_S|TMW_S2|TMW_S202|Brick & Mortar|Open|Boynton Beach|FL
TMW_3406|#3406Parkway Place|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|Huntsville|AL
TMW_1412|#1412Southaven Town Center|TMW|TMW_S|TMW_S3|TMW_S305|Brick & Mortar|Open|Southaven|MS
TMW_3520|#3520Manaport Plaza|TMW|TMW_N|TMW_N2|TMW_N203|Brick & Mortar|Open|Manassas|VA
TMW_1407|#1407Kings Crossing|TMW|TMW_S|TMW_S5|TMW_S502|Brick & Mortar|Open|Shreveport|LA
TMW_4222|#4222 Grosse Pointe Woods|TMW|TMW_N|TMW_N1|TMW_N101|Brick & Mortar|Open|Grosse Pointe Woods|MI
TMW_4211|#4211Westland Shopping Center|TMW|TMW_N|TMW_N1|TMW_N106|Brick & Mortar|Open|Westland|MI
TMW_1402|#1402 Harvey, La|TMW|TMW_S|TMW_S4|TMW_S403|Brick & Mortar|Open|Harvey|LA
TMW_5210|#5210The Metroplex|TMW|TMW_N|TMW_N4|TMW_N404|Brick & Mortar|Open|Plymouth Meeting|PA
TMW_3404|#3404Eastchase Center|TMW|TMW_S|TMW_S4|TMW_S401|Brick & Mortar|Open|Montgomery|AL
TMW_5414|#5414 Oceanside, Ny|TMW|TMW_N|TMW_N4|TMW_N403|Brick & Mortar|Open|Oceanside|NY
TMW_1106|#1106Deerbrook Mall|TMW|TMW_S|TMW_S5|TMW_S503|Brick & Mortar|Open|Humble|TX
TMW_4125|#4125 Council Bluffs, Ia|TMW|TMW_W|TMW_W2|TMW_W205|Brick & Mortar|Open|Council Bluffs|IA
TMW_3225|#3225Commons At Magnolia|TMW|TMW_S|TMW_S1|TMW_S103|Brick & Mortar|Open|Florence|SC
TMW_1330|#1330 Cheyenne, Wy|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|Cheyenne|WY
TMW_4421|#4421Ohio Valley Mall|TMW|TMW_N|TMW_N1|TMW_N105|Brick & Mortar|Open|St Clairsville|OH
TMW_1315|#1315 Orchard Town Center|TMW|TMW_W|TMW_W2|TMW_W202|Brick & Mortar|Open|Westminster|CO
TMW_3122|#3122 Gainesville, Ga|TMW|TMW_S|TMW_S4|TMW_S402|Brick & Mortar|Open|Gainesville|GA
TMW_2519|#2519 Yuma Palms|TMW|TMW_W|TMW_W3|TMW_W304|Brick & Mortar|Open|Yuma|AZ
TMW_1114|#1114 San Jacinto Marketplace|TMW|TMW_S|TMW_S5|TMW_S503|Brick & Mortar|Open|Baytown|TX
TMW_3543|#3543 University Town Center|TMW|TMW_N|TMW_N1|TMW_N104|Brick & Mortar|Open|Morgantown|WV
KNG_0908|#0908 Roseville|KNG|KNG_R04|KNG_R04|KNG_R04_A|Brick & Mortar|Open|Roseville|MI
KNG_0102|#0102Highland Lakes Plaza|KNG|KNG_R01|KNG_R01|KNG_R01_A|Brick & Mortar|Open|Orlando|FL
KNG_0021|#0021 Farmingdale|KNG|KNG_R09|KNG_R09|KNG_R09_A|Brick & Mortar|Open|Farmingdale|NY
KNG_0208|#0208 N. Philly|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|Philadelphia|PA
KNG_0702|#0702Finley Square|KNG|KNG_R03|KNG_R03|KNG_R03_A|Brick & Mortar|Open|Downers Grove|IL
KNG_0216|#0216 Orange|KNG|KNG_R09|KNG_R09|KNG_R09_A|Brick & Mortar|Open|Orange|CT
KNG_0600|#0600Janaf Shopping Center|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|Norfolk|VA
KNG_0010|#0010 Atlanta|KNG|KNG_R01|KNG_R01|KNG_R01_A|Brick & Mortar|Open|Atlanta|GA
KNG_0709|#0709Brown Deer|KNG|KNG_R04|KNG_R04|KNG_R04_A|Brick & Mortar|Open|Milwaukee|WI
KNG_0061|#0061The Shoppes at Baileys Crossraods|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|Falls Church|VA
KNG_0025|#0025 Reading|KNG|KNG_R09|KNG_R09|KNG_R09_A|Brick & Mortar|Open|Reading|MA
KNG_0201|#0201 Irvington|KNG|KNG_R09|KNG_R09|KNG_R09_A|Brick & Mortar|Open|Irvington|NJ
KNG_0016|#0016Tyvola Square|KNG|KNG_R08|KNG_R08|KNG_R08_A|Brick & Mortar|Open|Charlotte|NC
KNG_0607|#0607Verdae Village|KNG|KNG_R08|KNG_R08|KNG_R08_A|Brick & Mortar|Open|Greenville|SC
KNG_0305|#0305 San Antonio|KNG|KNG_R02|KNG_R02|KNG_R02_A|Brick & Mortar|Open|San Antonio|TX
KNG_0261|#0261 Rosedale|KNG|KNG_R10|KNG_R10|KNG_R10_A|Brick & Mortar|Open|Rosedale|MD
KNG_0027|#0027 Dedham|KNG|KNG_R09|KNG_R09|KNG_R09_A|Brick & Mortar|Open|Dedham|MA
KNG_0035|#0035Northglenn Marketplace|KNG|KNG_R03|KNG_R03|KNG_R03_A|Brick & Mortar|Open|Northglenn|CO
KNG_0040|#0040 Indianapolis|KNG|KNG_R04|KNG_R04|KNG_R04_A|Brick & Mortar|Open|Indianapolis|IN
KNG_0070|#0070 Cincinnati|KNG|KNG_R04|KNG_R04|KNG_R04_A|Brick & Mortar|Open|Springdale|OH
KNG_0048|#0048HarMar Mall|KNG|KNG_R04|KNG_R04|KNG_R04_A|Brick & Mortar|Open|Roseville|MN
JAB_0017|#0017Morrocroft Village|JAB|JAB_S|JAB_S1|JAB_S101|Brick & Mortar|Open|Charlotte|NC
JAB_0070|#0070 449 Haywood Road|JAB|JAB_S|JAB_S4|JAB_S402|Brick & Mortar|Open|Greenville|SC
JAB_0345|#0345The Shops At Riverwoods|JAB|JAB_W|JAB_W3|JAB_W301|Brick & Mortar|Open|Provo|UT
JAB_0532|#0532The Promenade|JAB|JAB_W|JAB_W3|JAB_W302|Brick & Mortar|Open|Scottsdale|AZ
JAB_0658|#0658Holmdel Town Center|JAB|JAB_N|JAB_N4|JAB_N407|Brick & Mortar|Open|Holmdel|NJ
JAB_0067|#0067The Aboretum|JAB|JAB_S|JAB_S5|JAB_S501|Brick & Mortar|Open|Austin|TX
JAB_0061|#0061La Promenade|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|Virginia Beach|VA
JAB_0325|#0325Village Of Rochester Hills|JAB|JAB_N|JAB_N1|JAB_N101|Brick & Mortar|Open|Rochester Hills|MI
JAB_0597|#0597Legacy Place|JAB|JAB_S|JAB_S2|JAB_S202|Brick & Mortar|Open|Palm Beach Gardens|FL
JAB_0940|#0940 880 Providence Hwy|JAB|JAB_N|JAB_N3|JAB_N305|Brick & Mortar|Open|Dedham|MA
JAB_0453|#0453Mayfair Shopping Center|JAB|JAB_N|JAB_N0|JAB_N014|Brick & Mortar|Open|Commack|NY
JAB_0040|#0040Jos. A. Bank Centre|JAB|JAB_S|JAB_S3|JAB_S301|Brick & Mortar|Open|Cincinnati|OH
JAB_0457|#0457The Shops At Briargate|JAB|JAB_W|JAB_W2|JAB_W204|Brick & Mortar|Open|Colorado Springs|CO
JAB_0364|#0364Fashion District at Easton|JAB|JAB_N|JAB_N1|JAB_N102|Brick & Mortar|Open|Columbus|OH
JAB_0769|#0769Shoppes At Flowers Mill|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|Langhorne|PA
JAB_0551|#0551Abercorn Walk|JAB|JAB_S|JAB_S1|JAB_S103|Brick & Mortar|Open|Savannah|GA
JAB_0331|#0331 Wisconsin Avenue|JAB|JAB_N|JAB_N2|JAB_N206|Brick & Mortar|Open|Bethesda|MD
JAB_0315|#0315Champions Plaza|JAB|JAB_S|JAB_S5|JAB_S506|Brick & Mortar|Open|Houston|TX
JAB_0842|#0842Suncrest Town Center|JAB|JAB_N|JAB_N1|JAB_N105|Brick & Mortar|Open|Morgantown|WV
JAB_0314|#0314Crossings at Akers Mill|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|Atlanta|GA
JAB_0651|#0651The Streets Of Cranberry|JAB|JAB_N|JAB_N1|JAB_N105|Brick & Mortar|Open|Cranberry Township|PA
JAB_0885|#0885Center Pointe Plaza|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|Newark|DE
JAB_0758|#0758Shops At Long Wharf|JAB|JAB_N|JAB_N3|JAB_N302|Brick & Mortar|Open|Newport|RI
JAB_0016|#0016Buckhead|JAB|JAB_S|JAB_S4|JAB_S406|Brick & Mortar|Open|Atlanta|GA
JAB_0338|#0338North Point Village Shopping Center|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|Alpharetta|GA
JAB_0036|#0036 Creve Coeur|JAB|JAB_S|JAB_S3|JAB_S304|Brick & Mortar|Open|Creve Coeur|MO
JAB_0547|#0547 28 S. 32nd St. # C & D|JAB|JAB_N|JAB_N2|JAB_N202|Brick & Mortar|Open|Camp Hill|PA
JAB_0012|#0012 379 Lancaster Avenue|JAB|JAB_N|JAB_N4|JAB_N406|Brick & Mortar|Open|Haverford|PA
JAB_0429|#0429Villaggio Shopping Center|JAB|JAB_W|JAB_W1|JAB_W101|Brick & Mortar|Open|Fresno|CA
JAB_0826|#0826The Peerless Center|JAB|JAB_S|JAB_S1|JAB_S105|Brick & Mortar|Open|Johnson City|TN
JAB_0858|#0858The Plaza|JAB|JAB_S|JAB_S4|JAB_S402|Brick & Mortar|Open|Buford|GA
JAB_0416|#0416Spring Creek Plaza|JAB|JAB_W|JAB_W2|JAB_W203|Brick & Mortar|Open|Edmond|OK
JAB_0389|#0389Hamilton Place Mall|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|Chattanooga|TN
JAB_0332|#0332The Avenue at East Cobb|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|Marietta|GA
JAB_0590|#0590Marketplace At Tech Center|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|Newport News|VA
JAB_0534|#0534Hunt Valley Towne Centre|JAB|JAB_N|JAB_N2|JAB_N205|Brick & Mortar|Open|Hunt Valley|MD
JAB_0395|#0395Orland Square|JAB|JAB_W|JAB_W4|JAB_W403|Brick & Mortar|Open|Orland Park|IL
JAB_0595|#0595West End Plaza|JAB|JAB_S|JAB_S1|JAB_S102|Brick & Mortar|Open|Rocky Mount|NC
JAB_0359|#0359Rookwood Commons & Pavilion|JAB|JAB_S|JAB_S3|JAB_S301|Brick & Mortar|Open|Cincinnati|OH
JAB_0021|#0021Kitchin Place|JAB|JAB_S|JAB_S1|JAB_S105|Brick & Mortar|Open|Asheville|NC
JAB_0031|#0031Saddle Creek South|JAB|JAB_S|JAB_S3|JAB_S305|Brick & Mortar|Open|Germantown|TN
JAB_0449|#0449Mount Pleasant Towne Centre|JAB|JAB_S|JAB_S1|JAB_S103|Brick & Mortar|Open|Mount Pleasant|SC
JAB_0472|#0472Village Pointe|JAB|JAB_W|JAB_W2|JAB_W205|Brick & Mortar|Open|Omaha|NE
JAB_0425|#0425Central Park Plaza|JAB|JAB_N|JAB_N2|JAB_N203|Brick & Mortar|Open|Fredericksburg|VA
JAB_0773|#0773Centerton Square|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|Mount Laurel|NJ
JAB_0563|#0563Crestview Hills Town Ctr|JAB|JAB_S|JAB_S3|JAB_S301|Brick & Mortar|Open|Crestview Hills|KY
JAB_0577|#0577Lakeside Village|JAB|JAB_S|JAB_S2|JAB_S201|Brick & Mortar|Open|Lakeland|FL
JAB_0652|#0652LaCenterra at Cinco Ranch|JAB|JAB_S|JAB_S5|JAB_S506|Brick & Mortar|Open|Katy|TX
JAB_0006|#0006 1200 19th Street N.W.|JAB|JAB_N|JAB_N2|JAB_N204|Brick & Mortar|Open|Washington|DC
JAB_0479|#0479The India Building|JAB|JAB_N|JAB_N3|JAB_N305|Brick & Mortar|Open|Boston|MA
JAB_0390|#0390Cool Springs Galleria|JAB|JAB_S|JAB_S3|JAB_S305|Brick & Mortar|Open|Franklin|TN
JAB_0755|#0755The Collection at Forsyth|JAB|JAB_S|JAB_S4|JAB_S404|Brick & Mortar|Open|Cumming|GA
JAB_0075|#0075Woodlands Mall|JAB|JAB_S|JAB_S5|JAB_S506|Brick & Mortar|Open|The Woodlands|TX
JAB_0788|#0788Promenade Shops at Clifton|JAB|JAB_N|JAB_N4|JAB_N405|Brick & Mortar|Open|Clifton|NJ
JAB_0392|#0392Summit Mall|JAB|JAB_N|JAB_N1|JAB_N103|Brick & Mortar|Open|Fairlawn|OH
JAB_0799|#0799Market Plaza|JAB|JAB_S|JAB_S2|JAB_S203|Brick & Mortar|Open|Tallahassee|FL
JAB_0062|#0062 Village @ Pelican Point|JAB|JAB_S|JAB_S4|JAB_S403|Brick & Mortar|Open|Mandeville|LA
JAB_0436|#0436Marsh Landing|JAB|JAB_S|JAB_S2|JAB_S203|Brick & Mortar|Open|Jacksonville Beach|FL
JAB_0029|#0029Colonial Brookwood Village|JAB|JAB_S|JAB_S4|JAB_S401|Brick & Mortar|Open|Birmingham|AL
JAB_0937|#0937Leesburg Premium Outlets|JAB|JAB_N|JAB_N2|JAB_N206|Brick & Mortar|Open|Leesburg|VA
JAB_0419|#0419 Sacramento|JAB|JAB_W|JAB_W1|JAB_W103|Brick & Mortar|Open|Sacramento|CA
JAB_0421|#0421Winter Park Village Shopping Center|JAB|JAB_S|JAB_S2|JAB_S201|Brick & Mortar|Open|Winter Park|FL
JAB_0665|#0665Towne Place at Greenbrier|JAB|JAB_S|JAB_S1|JAB_S104|Brick & Mortar|Open|Chesapeake|VA
JAB_0086|#0086Burlington Marketplace|JAB|JAB_N|JAB_N3|JAB_N304|Brick & Mortar|Open|Burlington|MA
JAB_0082|#0082 624 N. Route 17|JAB|JAB_N|JAB_N4|JAB_N402|Brick & Mortar|Open|Paramus|NJ
JAB_0932|#0932St. John's Town Center|JAB|JAB_S|JAB_S2|JAB_S203|Brick & Mortar|Open|Jacksonville|FL
JAB_0054|#0054Fashion Center at Pentagon City|JAB|JAB_N|JAB_N2|JAB_N204|Brick & Mortar|Open|Arlington|VA
JAB_0459|#0459Promenade On Providence|JAB|JAB_S|JAB_S1|JAB_S101|Brick & Mortar|Open|Charlotte|NC
JAB_0042|#0042 Charles Schwab Building|JAB|JAB_N|JAB_N0|JAB_N014|Brick & Mortar|Open|Garden City|NY
JAB_0630|#0630Legacy Village at Spring Hill|JAB|JAB_S|JAB_S4|JAB_S405|Brick & Mortar|Open|Mobile|AL
JAB_0069|#0069West Hartford Center|JAB|JAB_N|JAB_N3|JAB_N303|Brick & Mortar|Open|West Hartford|CT
JAB_0818|#0818Crocker Park|JAB|JAB_N|JAB_N1|JAB_N103|Brick & Mortar|Open|Westlake|OH
JAB_0381|#0381Summit at Louisville Shopping Center|JAB|JAB_S|JAB_S3|JAB_S303|Brick & Mortar|Open|Louisville|KY
JAB_0678|#0678 Warrington|JAB|JAB_N|JAB_N4|JAB_N404|Brick & Mortar|Open|Warrington|PA
JAB_0379|#0379The Promenade at Sagemore|JAB|JAB_N|JAB_N4|JAB_N401|Brick & Mortar|Open|Marlton|NJ
JAB_0637|#0637Oak Brook Promenade|JAB|JAB_W|JAB_W4|JAB_W403|Brick & Mortar|Open|Oak Brook|IL
JAB_0046|#0046Centenniel Lakes Plaza|JAB|JAB_W|JAB_W4|JAB_W404|Brick & Mortar|Open|Edina|MN
JAB_0100|#0100Harbison Crossing|JAB|JAB_S|JAB_S1|JAB_S103|Brick & Mortar|Open|Columbia|SC
